我家孩子太小了，不能养动物，我们以前养了只叫大福的金毛猎犬，感情挺深的，不舍得卖，你看大哥你家能养吗？	我有两条萨摩了,不想在养了	你有多少萨摩斯？	我就养了一个	1
可以问一下你现在是做什么工作的吗？	在一个企业做管理,你呢?	请问你现在做什么？	我现在在家里做点小生意	1
这种骗人的东西你还相信啊？	我也不知道为什么,我就信了	这种坑人的东西你还相信啊？	没被坑过,也没被骗过,就是不信而已	2
那你也是玩乐队的咯？	以前是吉他,现在不玩了,玩了6年	你弹吉他有多少年了？	小学开始,现在大四了	3
我从四岁起就开始练习打球了，直到现在，已经养成习惯了。	我从出生就开始打台球了	你知道我开始练习的时候多大了吗？	不知道,反正我从小就会了	3
我已经退休了，今年53岁了。	你是不是姓张?	你知道我多大了吗？	你说了我就知道了,你是不是?	1
我是广东的，现在住在西二旗。	西二旗在哪	你知道我住在哪里吗？	你不说你住哪我怎么知道	1
我喜欢养狗，而且我因为养狗认识了我的第一和第二任妻子。	我喜欢猫,也喜欢狗	你知道因为狗我遇到了哪位妻子吗？	我想我应该不知道	3
我是海口人，我的出生地在海口。	海口是哪?	我出生在哪里？	不知道,问你父母	1
我36岁了。	你是哪的,怎么联系你,我是真心找对象,你可以和我聊聊	你知道我多大了吗？	不知道啊!你多大啊?	1
那你都是怎么打发时间的呀？	看书,玩手机,玩电脑,睡觉	那你都是怎么打发日子的呀？	我也不知道,反正时间过得好快	2
我早上喜欢做一个三明治和一杯豆浆。	三明治的话,我觉得你可以再加一杯咖啡	你知道我喜欢什么时候做三明治和一杯豆浆吗？	不知道,难道你要告诉我吗	2
我是个会计，在会计事务所上班呢。	事务所工作怎么样?你觉得会计有前途吗?	你知道我从事什么行业吗？	我是学金融的,不知道去事务所怎么样?	1
这样啊，你的宠物是什么呀？	小乌龟,养了一年多了	你的宠物是什么？	我还没有养	1
这样啊，那你拿过最大的奖是什么呀？	全国大学生数学竞赛二等奖	这样啊，那你拿过最小的奖是什么呀？	没有什么奖	3
那你的父母都是东北人吗？	我妈不是,我爸是,但他说东北话也听不懂	你的父母来自中国东北吗？	是啊,我爷爷也是	1
我听的《灰姑娘》啊，这几天特别喜欢听。	你听的那个我也挺喜欢的	你知道我听的那本书叫什么名字吗？	我不知道,你告诉我呗	3
我听的《灰姑娘》啊，这几天特别喜欢听。	你听的那个我也挺喜欢的	你知道我听的那本书叫什么名字吗？	我没听过书,我都是听的歌,不知道书名,你知道嘛	3
那你有什么喜欢做的事情吗？	有啊,我就喜欢玩游戏,哈哈哈	那你有什么厌恶做的事情吗？	不,我最讨厌的就是玩游戏	2
这样啊，那你找到了有关于市场营销的工作了吗？	我不是市场营销专业的,所以没有从事这一行	这样啊，那你找到了有关于市场营销的劳作了吗？	找到了,我现在的工作就是	1
我是我家的老大，我有两个弟弟。	我也是,我家就我和我弟	你知道我有几个兄弟吗？	不知道,你说了我就知道了	1
你现在是做什么工作呢？	我现在在一家外企做财务,你呢?	你现在是做什么劳作呢？	我现在是在做人力资源方面的工作	1
我是伊川的，你是男生还是女生呀？	我是女生,你也考洛阳师范的研究生吗?	你在哪里读研究生？	我是男生,在洛阳理工	1
谢谢你！你是什么工作的呀？	我是一名小小的文员,你呢?	谢谢你！你是什么劳作的呀？	我是做设计的,我也有很多爱好,我喜欢做手工制品	1
这周末是我值班，我在一家医院工作呢，是一名医生。	医生,你的职业是我的梦想,你觉得医生的工作好吗?	你知道我什么时候值班吗？	我不知道,你告诉我啊	3
我家的是女儿，还好，你的孩子多大了？	我女儿现在两岁三个月了	你女儿多大了？	哦,我女儿是一岁八个月	1
真为你高兴，你在哪所学校教书啊，难不成跟我一样是教历史的？	我不教书,我是做生意的	喔	你是哪的,你也在做生意吗	1
我又把我最喜欢的电影澳门风云看了一遍。	我昨天也看了	我看了什么电影？	澳门风云2?	3
好吧，你今天不用工作吗？	今天休息,你要上班吗?	你今天不想工作吗？	工作啊,现在就在工作	3
美女啊，我今年都奔三了，那你多大了？	我也奔三	对唉	你是90年的吗?	1
你是才刚下班儿吗？	对啊,刚到家	你刚下班吗？	我还没下班呢,还在办公室坐着	3
哦你喜欢音乐呀，那你喜欢哪个歌手呀？	喜欢的很多,最喜欢的还是周杰伦啦	你最喜欢什么？	没有最,只有更,没有特别喜欢的歌手,都很好	2
真好，你是自己去吗？	我和我闺蜜一起去的	太好了。你一个人吗？	是的啊,我一个人去的	3
我喜欢喝咖啡，尝试过各种咖啡，而且我冰箱里现在就有五种不同口味的咖啡。	我最喜欢的是黑咖啡,苦死了	我冰箱里有多少种不同口味的咖啡？	我不知道,你去看看呗	2
你最喜欢什么样的季节呀？	夏天,因为有大白腿	你最喜欢什么样的时节呀？	春天和秋天	2
哈喽，我住在深圳，你是哪里人？	你好,我是广西的	你是哪里人？	我是广东人,现在在深圳	1
我儿子7岁了，都上小学了。	我儿子8岁了	我儿子多大了？	你儿子不知道在哪呢	1
还行吧，你呢你是做什么工作的？	我是在厂里工作的,一天上班12小时	你每天工作多少小时？	我一天工作八个小时	3
我是一个14岁的男孩。	我是16岁的女孩	你知道我多大了吗？	不知道,但我知道你比我大	1
你在咖啡店打工吗？	是啊,你来过吗?	你在咖啡馆工作吗？	没有,我也喜欢咖啡,你在哪家咖啡店?我以后有空去看看	1
我平常工作之余就喜欢晚上散散步，你喜欢散步吗？	我喜欢在人最多的地方散步	我通常喜欢在晚上下班后散步。你不喜欢走路吗？	还好吧,看心情	2
我之前也是个当兵的，当了五年兵，退役了。	当兵五年了?	你知道我当兵多少年了吗？	不知道,我只知道你当了两年兵	3
你刚刚说出门多锻炼锻炼，是准备锻炼肌肉吗？	是啊,我有六块腹肌	你有多少腹肌？	我有一整块腹肌	1
我喜欢听音乐，我最喜欢的音乐家是郎朗。	你可以试着去听一下他们的钢琴,钢琴的声音是真的很好听	你知道谁是我最喜欢的音乐家吗？	我只知道我的最喜欢	2
看来你是真的很喜欢当老师呀，你平时业余时间都喜欢做什么？	我业余时间做的唰单,一个月也就四五千	看来你是真的很喜欢当老师呀，你平时业余时间都讨厌做什么？	不喜欢做老师	2
我虽然没有兄弟姐妹，但我有三只猫，还喜欢去国外旅游。	我有两只猫	你知道我有多少只猫吗？	一只猫一条狗	1
我今年才十岁，明天就要开学了。	明天开学?我都开学半个月了,好吗?	你知道学校什么时候开学吗？	不知道,不过我知道我已经开学了,就行	3
我喜欢跑步，我喜欢在晚上跑步。	你是大一的?我也爱跑步,不过我是早上,晚上不太安全	你知道我喜欢什么时候跑步吗？	你喜欢早上	2
你多大了，还在上学吗？	我不上学了,我今年22了	你多大了？	我比你大,我26了	1
哇，你这么厉害啊，那你现在工作了吗？	工作啊,我是去年毕业的,现在在银行上班	你什么时候毕业的？	15年啊	3
嗯嗯，那你现在是学生喽？	不是,已经工作了,你呢?	你现在是学生了吗？	嗯嗯,我是学生	1
我很喜欢周末去看电影，你喜欢看什么综艺？	跑男,极限挑战	我很喜欢周末去看电影，你厌烦看什么综艺？	我不看综艺	3
好吧，那她知道你打算离婚吗？	她知道,但她一直在劝我	她不知道你要离婚了吗？	她还真不知道,我都不想告诉她,怕吓着他	3
你在空闲的时候喜欢干什么呀？	发呆,看风景,听歌,玩手机,看电影	你在空闲的时候讨厌干什么呀？	讨厌干啥?讨厌玩手机吧	2
那你平时不无聊吗？	不无聊,我的生活很丰富	你平时不是很无聊吗？	你怎么知道我无聊	2
你们那里今天很热？	这两天很热,我今天穿短袖加一个薄外套	你什么时候穿短袖和薄外套？	就这两天呀,我昨天还吹着风扇	3
我也喜欢唱歌啊，那你平时都喜欢谁的歌呢？	都喜欢,不过最喜欢的还是张韶涵的歌	我也喜欢唱歌。你通常喜欢谁的歌？	林俊杰,还有,忘了	2
那你除了工作的话，平常空闲的时候喜欢什么呀？	看书,玩游戏,看电影,出去旅游	那你除了劳作的话，平常闲空的时候喜欢什么呀？	我是一个喜欢宅在家的人,没什么爱好,也没什么特别喜欢的事情	2
对了你有养狗吗？	我养了三只狗狗	你有几条狗？	我有一只阿拉斯加一只金毛	1
我在宠物医院工作，我喜欢宠物，我自己也养了三只狗。	是在宠物店吗?	我有几条狗？	是的,你有几条?什么狗狗?	1
我26岁了。	26岁是不是要找个男朋友结婚了	你知道我多大了吗？	不知道啊,我又不认识你	1
不过我喜欢周杰伦的歌曲。	周董的歌太老了	你知道我喜欢谁的歌吗？	你说了我不就知道了	2
你怎么在家工作这么自由呀？	我没有工作啊,我只是在家做自己喜欢的事情	你怎么在家劳作这么自由呀？	因为我有自己的店铺可以经营,而且还做微商,所以比较自由点	1
没错，东北人都很爽朗，你也是东北人吗？	是啊,我沈阳的	你是哪里人？	我是吉林人	1
我是在电影院上班的，已经工作四年了。	工作好做吗	你知道我在电影院工作了多少年吗？	有20多年了吗	3
我学校在大兴呢，你是已经工作了吗？	没有,我还没毕业呢,大四	我的学校在大兴。你已经工作了吗？	没呢,我在上大五	1
我是个作家，靠收入在北京五道口这买了套房子。	我也是作家,我在深圳买了两套房,还买了辆奥迪	你知道我在哪里买的房子吗？	难道是在美国	3
我是一名陆军，	海军路过	你知道我所在的军队叫什么名字吗？	你所在的军种叫海军,我说的没错吧	1
平常的工作也很轻松，你呢，你是做什么职业的？	我是做服装销售的	平常的劳作也很轻松，你呢，你是做什么事情的？	我是上班族,现在在做微商	1
是吧，对了你平时喜欢看恐怖小说吗？	不怎么看,看了睡不着	是吧，对了你平时讨厌看恐怖小说吗？	以前看过,但现在不看了,觉得有点无聊	2
你好，你是哪儿人？	我是江苏的,你呢?	你好，你是哪儿人氏？	我是安徽人,你在北京做什么?	1
那你加入了挺多的啊，忙的过来吗？	我就加了四个	你加入了很多。你不忙吗？	我只加了一个,其他的都退了	3
我学校在大兴呢，你是已经工作了吗？	没有,我还没毕业呢,大四	我的学校在大兴。你已经工作了吗？	没有,还在读研	1
你喜欢听什么类型的音乐呢？	什么都听,喜欢电音	你讨厌听什么类型的音乐呢？	不知道,没有讨厌的也没有喜欢的	2
我喜欢养狗，而且我因为养狗认识了我的第一和第二任妻子。	我喜欢猫,也喜欢狗	你知道因为狗我遇到了哪位妻子吗？	第几任	3
我正准备去咖啡馆呢，因为我很喜欢周末喝咖啡的感觉。	咖啡馆也可以,不过你得多带点吃的,因为咖啡馆里面的东西都很贵的	我喜欢什么时候喝咖啡？	这个不知道,要看你自己了	2
你好呀，你吃饭了没有啊？	吃了,你吃了吗	喂，你吃过饭了吗？	我还没吃啊,我要你喂	3
但是就是算你是个警察，你们都不下班吗？	下班了啊,我们这都是六点下班的	员工们每天几点上班？	我们这是朝九晚五	3
你呢，你平时都喜欢做什么呀？	在家看电视,玩手机,偶尔跟朋友出去逛街	那你呢？你通常不喜欢做什么？	不喜欢在家玩手机	2
我很喜欢海南，每年都要去一次。	海南有什么好的	我最喜欢哪个城市？	海口啊,我也喜欢海口,不过我喜欢海口的人	2
那你最近准备做什么？	我准备去上海找工作,你要来吗	你要去哪里找工作？	不知道呢,还没想好,你来吗	3
是吗，那你多大了啊？	22岁了,你呢?	真正地你多大了？	我还没成年,我还小	1
我还是个大学生，我在大学足球队踢足球。	大学里踢球真的很幸福啊,可惜我不在那个大学	你知道我为哪个队效力吗？	我不知道,那你告诉我吧	1
原来是舞蹈老师啊，那你平常是不是每天都要上课啊？	对啊,我一周只有两天假	你一周工作几天？	一周七天	3
我最近在看电影呢，虽然我已经53岁了，但我还是喜欢看爱情电影。	我不喜欢,我喜欢看动作片	我多大了？	我不造,你没说,反正肯定比我小	1
我9岁了，上三年级了。	我才三岁,我是个孩子	你知道我的年级是多少吗？	我猜是大二	1
是啊，看你穿的运动服，是去健身房了吗？	没有,在家里	是啊，看你穿的运动服，是去体操房了吗？	嗯,是的,在学校有练过一些	3
我叫王杰，你是做什么工作的？	王杰你好,我是做金融行业的	谁在金融业？	我啊,我就是王杰	1
我还是个小朋友呢，我才十岁。	我还不到10岁呢	你知道我多大了吗？	不知道,反正不是10岁	1
我不辛苦，我现在是个学生，周末是在咖啡店打工的。	哦哦哦,我还以为是在国外	你知道我什么时候在咖啡馆工作吗？	不知道,我只记得你是大学生	3
好吧，那你现在在上班吗？	嗯,在上班,你呢?	你现在在工作吗？	没有,我现在在家修养	1
我们一起下棋，我挺喜欢玩棋盘游戏的，你喜欢下棋吗？	我也喜欢玩,但是我玩的是围棋	我们一起下棋，我挺喜欢玩棋盘戏的，你喜欢下棋吗？	棋盘戏没玩过呢	3
我是东北人，我们离得挺远的。	我在沈阳,你呢	你知道我来自中国的哪个方向吗？	不知道啊,你说啊	1
那你喜欢哪种动物呀？	猫,狗,兔子,都喜欢	那你厌恶哪种动物呀？	我也不知道,没有厌恶的,但是我不喜欢小动物,也不讨厌	2
那你教学多长时间了？	今年第五年了	是吗	我今年第六年了,教的初中数学	3
那你吃的什么好饭啊？	就普通的家常饭,一天三顿,一顿三个馍馍	你一天吃多少个馒头？	早上一个,中午三个,晚饭三个	3
我受不了沙拉，我真的很不喜欢。	你不爱吃沙拉?	你知道我不喜欢什么吗？	不知道呀,你说	2
我也听过他们的歌，感觉也挺好听的，但是我最喜欢的乐队是五月天。	你是在哪里买的票,我在网上买的,还没发货	你知道我最喜欢的乐队是什么吗？	不知道,你说吧,我听听	2
那也挺好的，你多大了？	我是九一年的,老了,哎,我在南京上学,你呢	你什么时候出生的？	哈哈,我是八八年的大叔	1
那你为什么喜欢这些户外运动呢？	喜欢就喜欢啊,哪有那么多理由	那你为什么不喜欢这些户外运动呢？	为什么要喜欢呢	2
嗨，你好啊，今天工作忙吗？	不忙,很无聊	嗨，你好啊，今天劳作忙吗？	忙,累	3
你平时健身吗？	不健身,不吃减肥药,不节食,不打针,不针灸,不手术	你经常锻炼吗？	嗯,经常锻炼	3
你在哪上学现在？	西安工程大学,你是?	你现在在哪里上学？	哦哦,我在四川呢	1
我今年已经45岁了。	是不是有点老,但是还是很有男人味的	你知道和我在一起的人是几岁吗？	那你几岁?和你在一块的人多大?	1
我受不了沙拉，我真的很不喜欢。	你不爱吃沙拉?	你知道我不喜欢什么吗？	不知道,我觉得沙拉很好吃啊	2
那你钓鱼肯定很厉害，一次能钓几条啊？	不厉害啊,只是运气好,每次都能有鱼上钩	那你一定擅长钓鱼。你一次能抓多少？	一条都没抓到过,你说我擅长钓鱼么	3
我八岁了，今年读二年级。	我也八岁	我什么时候上二年级？	我也不知道,我都没上过	3
你好，你是哪里的朋友呀？	你好,我是湖北宜昌的	你是哪里人？	我是河北廊坊的	1
那你之前学的是什么专业啊？	我学的计算机应用,但是我不想学这个,想换个其他专业	你以前学过什么专业？	学的幼师	1
那确实太让人难过了，你现在上学还是上班呢？	上学,你呢?	那确实太让人难过了，你现在上学还是放工呢？	我现在在上班啦	1
我也喜欢宠物，我有三条狗。	三条,这么多	你知道我有几条狗吗？	一条拉布拉多,三条金毛,一条哈士奇	1
我很喜欢养狗，我有两只小狗。	好吧,我喜欢大狗	你知道我有多少只小狗吗？	不知道,多少?	1
嗨，你是什么工作的啊？	我做人力资源的,你呢	嗨，你是什么劳作的啊？	我是做金融的	1
我也是哦，你今年多大了啊？	我都21了,你呢	你多大了？	比我还大一岁,我才16	1
我是河南的呦。	我也是河南的,郑州的	你知道我是哪里人吗？	不知道啊,你说说吧	1
那你一般会在空闲时间里面干什么呀？	我平时没事的时候都会在打理网店的,一个月两三千呢	网店每月收费多少美元？	不多不多,也就四五千吧	3
我是北京本地人，北上广都是快节奏，我下班都会去遛我的卷毛狗，它叫油条，那个时候才觉得整个人轻松了。	我也喜欢油条,我想以后也养一条	你知道我是哪个城市的人吗？	我不知道啊,我只知道油条是北京人	1
我很喜欢猫我背后有6个纹身都是猫，而且都是我以前养过的猫咪。	好巧,我也很喜欢猫猫	你知道我背上有多少个纹身吗？	我不知道,你可以告诉我呀	1
我还喜欢每天晚上在电视上看新闻。	我也喜欢看新闻联播	我什么时候看电视新闻？	我在开玩笑的,我知道你不看的	2
我比较喜欢自己一个人看书，《绿山墙的安妮》这本书我已经看了五遍了。	看了一遍,觉得太难懂了,看不懂	你知道我读了五遍谁的书吗？	不知道,你告诉我好吗?	3
我还是个大学生，我在大学足球队踢足球。	大学里踢球真的很幸福啊,可惜我不在那个大学	你知道我为哪个队效力吗？	中国人民解放军?	1
真牛，你今天去哪里捕鱼了呢？	今天是去了,但是没有捕鱼,只是在河边玩而已	你什么时候去河边的？	昨天下午五点多	3
是吗，那你最喜欢画什么了？	我喜欢画漫画和动漫,你呢	是吗，那你最厌恶画什么了？	我最厌恶画画了	2
哇塞，我也喜欢猫猫，你家养了几只猫啊？	三只,都是流浪猫	哇，我也喜欢猫。你家有几只猫？	我家没有猫猫	1
那你呢，吃饭了没有啊？	吃过了,在上班	那你呢？你吃过了吗？	我啊,没吃啊	3
嗯，我会的，你是已经工作了吧？	嗯,工作两年了	好吧，我会的。你不再工作了吗？	我现在在上大学,大三了,还有一年半实习,	1
嗯嗯，那你现在是学生喽？	不是,已经工作了,你呢?	你现在是学生了吗？	嗯,是的,今年大四	1
我喜欢滑雪，每年冬天都会去滑雪场玩，我每天还会跑1000米，这让我保持一个完美的身材。	你这是在拉仇恨么?我们这连滑雪场都没有	你知道我每天跑多少米吗？	不知道,反正是我我会坚持不了,你是女的,体力肯定比我好	3
你为什么高中毕业之后不继续上学了，是有什么原因吗？	我没上高中,直接上的大专	高中毕业后你为什么不去上学？没有理由吗？	不想上就不上了,哪有那么多为什么	3
看你的头像应该是女孩子吧？	头像是我女神,我是男的	看你的头像可能是女孩子吧？	头像是男的啊	0
我也很高兴认识你，可以问下你多大了吗？	我是93年的,你呢?	我也很高兴见到你。请问你几岁了？	比你大,我是90的	1
我是一个14岁的男孩。	我是16岁的女孩	你知道我多大了吗？	你不是说你16吗,我也16啊	1
行啊，你是做什么工作啊？	我现在没工作,在找	行啊，你是做什么劳作啊？	我是做销售的,在做金融行业	1
你好，你现在在干嘛？	你好,我在玩手机	哟呵	我在看电视,我妈在打麻将	3
我现在在经商，空手道是我的业余爱好，我练了有十年了。	练了10年空手道?	你知道我练空手道花了多长时间吗？	不知道,你说啊	3
喜欢呀，你平时都喜欢玩什么游戏呀？	王者荣耀,球球	喜欢呀，你平时都厌烦玩什么游戏呀？	我不喜欢玩游戏,因为我很菜,我玩不好	2
哇，那你手很巧的，你都做过什么？	我什么都没做过呀,都是看的教程	哇，你的手真聪明。你做了什么？	我做了一个小玩意,我在楼下给你看看哈	3
我才十岁了。	我今年9岁	你知道我多大了吗？	不造诶,你几岁	1
没事没事，你小时候有啥梦想呀，实现了吗？	小时候的梦想是成为一名伟大的科学家,现在实现了一半	嗯啊	不过现在的我已经实现了我的梦想了	1
你好，你是哪儿人？	我是江苏的,你呢?	你好，你是哪儿人氏？	我是安徽人,我现在在南京	1
我不喜欢冬天，太冷了受不了。	这几天又开始热了	你知道我不喜欢什么样的天气吗？	不冷不热是不是	2
我之前也是个当兵的，当了五年兵，退役了。	当兵五年了?	你知道我当兵多少年了吗？	我不知道啊,那你说说	3
啊，你一天要打三份工吗？	两份,早上一份中午一份	啊，你一天要做三份工作吗？	是啊,因为早上那份比较轻松	3
我现在住在深圳，你呢？	现在在深圳,过段时间去东莞	你以后去哪里？	我还不知道呢,去哪里不重要,重要的是你在哪里	3
那你们工作忙吗？	他工作不忙,我工作忙	那你们劳作忙吗？	不忙啊?	3
哇，很好呀！那你是律师吗？	不是呢,我是学法律的	哇，很好呀！那你是辩护律师吗？	我是法官	1
三条狗啊，你压力不会很大吗？	三个月的时候压力就很大,我现在都习惯了	三条狗，你压力很大吗？	三条都是金毛,我的压力肯定大,现在都大的不行啦	3
因为我最喜欢的主持人是何炅只有快乐大本营里才有何炅。	何炅在快乐大本营主持的挺好的,天天向上也行	你知道谁是我最喜欢的主持人吗？	张卫健?	2
我是游乐场的工作人员，今天周末最忙了，是不放假的。	我想问一下,你是哪家的?	一周中最忙的一天是什么时候？	每个星期的星期一	3
我很喜欢邓紫棋，买了她好多电子专辑，现在有几首单曲循环呢。	喜欢,不为谁而作的歌	你知道我非常喜欢谁吗？	不知道,我喜欢的歌不多	2
那你放假都会做些什么啊？	吃饭,睡觉,玩手机,打豆豆	你假期做什么？	我没有假期,我上班	1
你这是要去干嘛呀？	要去工作了	你在做什么？	还没找到呢,现在还在家,明天去面试	1
哦哦，那你喜欢什么颜色？	黑,白,灰	哦哦，那你讨厌什么颜色？	除了灰,其他都还好	2
这样啊，你每天工作多长时间呢？	早上十点到晚上八点,中午一个小时休息时间	你每天工作多长时间？	每天工作时间不固定啊	1
我今年20岁。	我觉得你是个很有想法的人!我看好你	你知道我20岁是什么时候吗？	不知道,我是说你的想法很不错	1
那也挺好的，你多大了？	我是九一年的,老了,哎,我在南京上学,你呢	你什么时候出生的？	我比你大四岁哦!我是92年的	1
你好啊，现在可以聊聊天吗？	不可以,我要睡了	你好，我们现在可以聊聊吗？	可以,但我要睡觉了	3
我今年已经四岁了。	四岁的小朋友好	你知道我四岁是什么时候吗？	你说吧,我洗耳恭听	1
这样呀，你是已经参加工作了吗？	没有,我大一	你已经在工作了吗？	嗯,是的,我是做设计的,有兴趣可以了解一下	1
你在这里打工多久了？	一年零一个月	你在这里工作多久了？	我现在在家,没有工作,你在哪里工作	3
看来你们很相爱啊，你们有孩子了吗？	有啊,现在三岁了,你呢?是不是也结婚了?	看来你们很相爱。你有孩子吗？	没有呢,我还在上学	1
嗯嗯，你呢是做什么工作的？	我是学生,大四了	嗯嗯，你呢是做什么劳作的？	我是在家带孩子啊,做微商	1
你这会在忙吗？	不忙,在看电视,你呢	你不忙吗？	我在家看孩子,你忙什么呢	3
那你们工作忙吗？	他工作不忙,我工作忙	那你们劳作忙吗？	忙,不过我们有双休的,节假日正常休息	3
我今年12岁。	你真的12岁吗	你知道我多大了吗？	不知道,但你一定是个有故事的女人	1
我平时喜欢跳舞，我的身高是1米72。	你可以加入我们学校的街舞社,我就在里面	你知道我的身体有多高吗？	我不知道你的身高	1
没有经验你也敢经商啊？	有没有经验不重要,重要的是有没有钱	对嘛	没钱,没经验,没关系,没人脉,就不要去经商,这是我的经验	2
没问题，那你是做什么工作的呢？	我是做软件开发的,你呢?	没问题。你是做什么的？	我是搞设计的啊,你那?	1
我也喜欢散步，我经常在傍晚的时候散步，因为我觉得那个时候让我感觉又孤独又幸福。	对啊,我喜欢在那个时间段去散步,不知道为什么	你知道我什么时候经常散步吗？	我不知道,我只知道我喜欢这个时间	2
我没怎么关注乐队呢，你有喜欢的？	嗯,我比较喜欢他们的歌	我不太注意乐队。你喜欢吗？	我知道他们啊,不过我没看过他们的视频,所以我也不知道	2
是的，你是做什么的呀？	我是学生,大二	是的，你是做什么的？	我是做护肤品,还有一些微商	1
我喜欢听李宗盛的音乐。	我觉得他的歌都很有故事	你知道我喜欢谁的音乐吗？	我只知道你喜欢的人是我	2
那也挺不错的，你都去过哪里呢？	去过的地方很多了,现在在云南	你所在的国家叫什么名字？	我现在在缅甸	1
你和你爱人是怎么认识的呀？	我也不知道,她自己加我的	你和你的爱人是怎么认识的？	一个学校的,她大我一级,我高三她高二	3
那你喜欢什么运动？	羽毛球,乒乓球,游泳,跑步,跳绳,都可以	那你讨厌什么运动？	最讨厌的就是跑步了	2
我32岁了，现在还和妈妈住在一起	你妈不说你?	你知道我多大了吗？	不知道呀,我猜是个孩子	1
你们每个周末都休息吗？	不,一个月一天,我这个月休了四天,上个月没休	这个月你用了多少天？	这个月我还没休呢	3
我是甘肃人，你是哪里的？	甘肃庆阳西峰	我来自甘肃。你从哪里来的？	我从陕西宝鸡来的	1
